# num_workers = 32
# num_cells = 256
# seed_for_environment = 1001
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 1000
# frames_per_batch = 500
# sub_batch_size = 64
# num_epochs = 15
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.003
# env_reward_engineering = True
# env_minimum_number_of_qubits = 12
# log_name = None
# env_version = qecc/bbcode-ldpc-v0
# env_bit_flipping = True
# env_l = 6
# env_m = 6
# env_use_dict_observation = True
# env_number_of_decoder_iterations = 50
# env_number_of_samples = 50
# env_code_logging = False
# model_architecture = hybrid
# model_surrogate_model_path = /vol/bitbucket/osella/rl-qecc-data/supervisedLearning/2026-07-12_21-15-58/surrogate_6x6.pth
# model_use_pretrained_encoder = False
# index_to_unfreeze_encoder_updates = 0
# encoder_lr_factor = 0.1
# training_device = cpu
# Resolved arguments:
# Resolved_env_reward_engineering = True
# Resolved_env_bit_flipping = True
# Resolved_env_useDictObservation = True
# Resolved_env_code_logging = False
# Resolved_model_use_pretrained_encoder = False
# Resolved_trainingDevice = cpu
# Resolved_model_architecture = hybrid
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 32
# Number of workers: 32
# Does torch identify cuda: False
# encoder ***RANDOM WEIGHTS***
evaluation number	reward	policy entropy	policy entropy aX	policy entropy bX	policy entropy aY	policy entropy bY	Encoder freeze	postAction_aX	postAction_bX	postAction_aY	postAction_bY
0	0.18250000476837158	7.555966377258301	1.8728734254837036	1.879348635673523	1.9135029315948486	1.8902413845062256	False	[0 0 0 0 1 0]	[1 0 0 0 0 0]	[0 0 1 0 0 0]	[0 0 0 1 0 0]
0	0.11749999970197678	7.6923723220825195	1.9166290760040283	1.9280306100845337	1.9399082660675049	1.907804250717163	False	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]
0	0.20499999821186066	7.556759834289551	1.8740580081939697	1.878541350364685	1.9137847423553467	1.8903759717941284	False	[0 0 0 0 1 0]	[1 0 0 0 0 0]	[0 0 1 0 0 0]	[0 0 0 1 0 0]
0	0.125	7.6944403648376465	1.9177021980285645	1.9285317659378052	1.939704418182373	1.9085021018981934	False	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]
0	0.17499999701976776	7.555798053741455	1.8736293315887451	1.8789831399917603	1.912752628326416	1.8904327154159546	False	[0 0 0 0 1 0]	[1 0 0 0 0 0]	[0 0 1 0 0 0]	[0 0 0 1 0 0]
0	0.12250000238418579	7.6934428215026855	1.9169094562530518	1.9278794527053833	1.939808964729309	1.9088448286056519	False	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]
0	0.1850000023841858	7.556142807006836	1.8744843006134033	1.8786518573760986	1.9128143787384033	1.890191912651062	False	[0 0 0 0 1 0]	[1 0 0 0 0 0]	[0 0 1 0 0 0]	[0 0 0 1 0 0]
0	0.12250000238418579	7.692508697509766	1.9172314405441284	1.927729606628418	1.9398163557052612	1.9077308177947998	False	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]
0	0.18000000715255737	7.5520548820495605	1.8717913627624512	1.878279685974121	1.9134254455566406	1.8885583877563477	False	[0 0 0 0 1 0]	[1 0 0 0 0 0]	[0 0 1 0 0 0]	[0 0 0 1 0 0]
0	0.13500000536441803	7.694402694702148	1.9179155826568604	1.927943468093872	1.9399622678756714	1.908581256866455	False	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]	[0 0 0 0 0 0]
