# num_workers = 15
# num_cells = 256
# seed_for_environment = 321132391
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 1000
# frames_per_batch = 500
# sub_batch_size = 64
# num_epochs = 15
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.03
# env_reward_engineering = True
# env_minimum_number_of_qubits = 12
# log_name = experiment_12_6_seed_321132391.txt
# env_error_range = geometric5
# env_version = qecc/bbcode-ldpc-v0
# env_bit_flipping = True
# env_l = 12
# env_m = 6
# env_use_dict_observation = True
# env_number_of_decoder_iterations = 50
# env_number_of_samples = 50
# env_code_logging = False
# env_reset_type = random3
# env_max_step = 30
# env_max_decoding_usage = 1073741824
# model_architecture = hybrid
# model_surrogate_model_path = /vol/bitbucket/osella/rl-qecc-data//supervisedLearning/sweep2/g5_mix_66-96-126_H3_s5000.pth
# model_use_pretrained_encoder = True
# index_to_unfreeze_encoder_updates = 20
# encoder_lr_factor = 0.1
# training_device = cpu
# Resolved arguments:
# Resolved_env_reward_engineering = True
# Resolved_env_bit_flipping = True
# Resolved_env_useDictObservation = True
# Resolved_env_code_logging = False
# Resolved_env_max_step = 30
# Resolved_env_max_decoding_usage = 1073741824
# Resolved_env_reset_type = random3
# Resolved_env_error_range = [np.float64(0.001), np.float64(0.003162), np.float64(0.01), np.float64(0.031623), np.float64(0.1)]
# Resolved_model_use_pretrained_encoder = True
# Resolved_trainingDevice = cpu
# Resolved_model_architecture = hybrid
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 96
# Number of workers: 15
# Does torch identify cuda: False
evaluation number	time	reward	time	policy entropy	time	policy entropy aX	time	policy entropy bX	time	policy entropy aY	time	policy entropy bY	time	Encoder freeze	time	preAction_aX	time	preAction_bX	time	preAction_aY	time	preAction_bY	time	preAction_k	time	postAction_aX	time	postAction_bX	time	postAction_aY	time	postAction_bY	time	postAction_k	time
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.976980209350586	2026-08-10_16-29-11	2.5591893196105957	2026-08-10_16-29-11	2.550232410430908	2026-08-10_16-29-11	1.9360793828964233	2026-08-10_16-29-11	1.9314786195755005	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 0 0 0 1 0 0 0 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.986092567443848	2026-08-10_16-29-11	2.5594544410705566	2026-08-10_16-29-11	2.553480625152588	2026-08-10_16-29-11	1.93961763381958	2026-08-10_16-29-11	1.933539628982544	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 0 0 0 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 1 0 0 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.981590270996094	2026-08-10_16-29-11	2.558328151702881	2026-08-10_16-29-11	2.5513172149658203	2026-08-10_16-29-11	1.940577745437622	2026-08-10_16-29-11	1.9313673973083496	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 1 0 0 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.9884033203125	2026-08-10_16-29-11	2.560213088989258	2026-08-10_16-29-11	2.5534002780914307	2026-08-10_16-29-11	1.9422190189361572	2026-08-10_16-29-11	1.9325717687606812	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-0.6666666865348816	2026-08-10_16-29-11	8.986701965332031	2026-08-10_16-29-11	2.559269428253174	2026-08-10_16-29-11	2.5521912574768066	2026-08-10_16-29-11	1.9416049718856812	2026-08-10_16-29-11	1.93363618850708	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 1]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[4]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.974267959594727	2026-08-10_16-29-11	2.558544635772705	2026-08-10_16-29-11	2.5487537384033203	2026-08-10_16-29-11	1.9423067569732666	2026-08-10_16-29-11	1.924662709236145	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 1]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[4]	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-0.6666666865348816	2026-08-10_16-29-11	8.982466697692871	2026-08-10_16-29-11	2.558145046234131	2026-08-10_16-29-11	2.550956964492798	2026-08-10_16-29-11	1.941788673400879	2026-08-10_16-29-11	1.9315755367279053	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 1]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[4]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-0.6666666865348816	2026-08-10_16-29-11	8.974296569824219	2026-08-10_16-29-11	2.5588653087615967	2026-08-10_16-29-11	2.54797625541687	2026-08-10_16-29-11	1.9428417682647705	2026-08-10_16-29-11	1.9246127605438232	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 1]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[4]	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 1]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[4]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.974127769470215	2026-08-10_16-29-11	2.5595204830169678	2026-08-10_16-29-11	2.5484354496002197	2026-08-10_16-29-11	1.9416676759719849	2026-08-10_16-29-11	1.9245045185089111	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 1]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[4]	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
0	2026-08-10_16-29-11	-1.0	2026-08-10_16-29-11	8.9900484085083	2026-08-10_16-29-11	2.560957193374634	2026-08-10_16-29-11	2.5540130138397217	2026-08-10_16-29-11	1.9416736364364624	2026-08-10_16-29-11	1.9334044456481934	2026-08-10_16-29-11	True	2026-08-10_16-29-11	[0 0 0 0 1 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 0 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11	[0 0 0 0 0 0 1 1 0 0 1 0]	2026-08-10_16-29-11	[0 0 0 0 0 0 0 0 1 0 1 0]	2026-08-10_16-29-11	[1 1 1 1 0 0]	2026-08-10_16-29-11	[0 1 0 1 0 0]	2026-08-10_16-29-11	[0]	2026-08-10_16-29-11
