device: cuda; sizes: [(6, 6), (9, 6), (12, 6), (15, 3)]; curve loss on: [(6, 6), (9, 6), (12, 6), (15, 3)]; lr: 0.001; H: 3
loadCodeEvaluations: dropped 102770 records with a non-canonical errorRange
  size 6,6: 1319823 codes (1055858 train) curveLoss=True
loadCodeEvaluations: dropped 98637 records with a non-canonical errorRange
  size 9,6: 451060 codes (360848 train) curveLoss=True
loadCodeEvaluations: dropped 70535 records with a non-canonical errorRange
  size 12,6: 413502 codes (330802 train) curveLoss=True
  size 15,3: 17373 codes (13898 train) curveLoss=True
epoch 0: train 98.2284 | val 6,6: 17.9480 | 9,6: 55.4715 | 12,6: 12.4673 | 15,3: 183.6943
epoch 1: train 58.1956 | val 6,6: 15.4829 | 9,6: 51.0011 | 12,6: 12.2141 | 15,3: 183.6066
epoch 2: train 56.7636 | val 6,6: 16.4242 | 9,6: 54.3196 | 12,6: 12.9062 | 15,3: 184.4463
epoch 3: train 56.8716 | val 6,6: 14.8727 | 9,6: 50.2392 | 12,6: 12.3293 | 15,3: 181.0894
epoch 4: train 54.2320 | val 6,6: 14.6443 | 9,6: 50.1990 | 12,6: 12.4720 | 15,3: 166.8501
epoch 5: train 54.5688 | val 6,6: 14.5079 | 9,6: 49.5035 | 12,6: 12.2800 | 15,3: 167.7845
epoch 6: train 53.0947 | val 6,6: 14.4543 | 9,6: 49.8537 | 12,6: 12.4354 | 15,3: 164.4780
epoch 7: train 53.7234 | val 6,6: 15.3005 | 9,6: 50.0176 | 12,6: 12.1386 | 15,3: 165.9159
epoch 8: train 56.8561 | val 6,6: 14.7898 | 9,6: 49.3901 | 12,6: 12.2337 | 15,3: 166.0692
epoch 9: train 54.8341 | val 6,6: 14.4558 | 9,6: 49.2711 | 12,6: 12.2474 | 15,3: 165.1741
epoch 10: train 52.4734 | val 6,6: 14.3852 | 9,6: 49.2456 | 12,6: 12.0929 | 15,3: 166.2060
epoch 11: train 53.0854 | val 6,6: 14.6399 | 9,6: 49.6158 | 12,6: 12.2092 | 15,3: 173.4441
epoch 12: train 56.6134 | val 6,6: 14.3623 | 9,6: 49.2072 | 12,6: 12.1342 | 15,3: 164.6804
epoch 13: train 54.4598 | val 6,6: 14.3375 | 9,6: 49.7107 | 12,6: 12.3504 | 15,3: 164.1748
epoch 14: train 51.8472 | val 6,6: 14.9109 | 9,6: 50.0118 | 12,6: 12.0944 | 15,3: 166.0733
epoch 15: train 53.5489 | val 6,6: 14.5616 | 9,6: 49.2100 | 12,6: 11.8842 | 15,3: 166.4171
epoch 16: train 53.5305 | val 6,6: 14.3711 | 9,6: 48.9276 | 12,6: 12.0924 | 15,3: 163.6603
epoch 17: train 52.2770 | val 6,6: 14.6053 | 9,6: 50.6066 | 12,6: 12.4886 | 15,3: 162.7763
epoch 18: train 51.9238 | val 6,6: 14.2587 | 9,6: 49.1251 | 12,6: 12.0690 | 15,3: 161.9590
epoch 19: train 51.6512 | val 6,6: 14.2123 | 9,6: 48.4681 | 12,6: 11.8036 | 15,3: 160.4792
epoch 20: train 51.7669 | val 6,6: 14.0959 | 9,6: 48.1227 | 12,6: 11.6299 | 15,3: 165.7363
epoch 21: train 53.4698 | val 6,6: 14.1775 | 9,6: 48.7795 | 12,6: 11.7941 | 15,3: 161.0161
epoch 22: train 52.3872 | val 6,6: 14.1120 | 9,6: 48.0795 | 12,6: 11.6020 | 15,3: 161.2921
epoch 23: train 51.2971 | val 6,6: 14.1700 | 9,6: 48.4741 | 12,6: 11.7047 | 15,3: 160.6214
epoch 24: train 52.7537 | val 6,6: 14.1564 | 9,6: 48.0728 | 12,6: 11.4109 | 15,3: 158.8951
epoch 25: train 52.4406 | val 6,6: 14.1870 | 9,6: 48.0267 | 12,6: 11.3381 | 15,3: 158.7863
epoch 26: train 50.3736 | val 6,6: 14.1873 | 9,6: 48.2186 | 12,6: 11.5055 | 15,3: 161.0819
epoch 27: train 52.0282 | val 6,6: 14.1203 | 9,6: 48.3131 | 12,6: 11.6040 | 15,3: 159.8328
epoch 28: train 53.3713 | val 6,6: 14.0720 | 9,6: 47.9519 | 12,6: 11.2470 | 15,3: 158.9434
epoch 29: train 52.3698 | val 6,6: 14.5477 | 9,6: 48.6372 | 12,6: 12.0857 | 15,3: 160.9549
epoch 30: train 54.2355 | val 6,6: 14.4570 | 9,6: 48.6731 | 12,6: 11.9476 | 15,3: 160.3545
epoch 31: train 51.4243 | val 6,6: 14.1745 | 9,6: 48.1538 | 12,6: 11.4293 | 15,3: 159.3020
epoch 32: train 53.3295 | val 6,6: 14.3224 | 9,6: 48.4868 | 12,6: 11.5067 | 15,3: 159.0746
epoch 33: train 50.5022 | val 6,6: 14.0941 | 9,6: 48.0549 | 12,6: 11.4240 | 15,3: 158.6409
epoch 34: train 51.6795 | val 6,6: 14.1275 | 9,6: 48.1484 | 12,6: 11.2855 | 15,3: 160.1186
epoch 35: train 52.6706 | val 6,6: 14.0705 | 9,6: 48.1751 | 12,6: 11.1989 | 15,3: 158.7461
epoch 36: train 52.0850 | val 6,6: 14.1694 | 9,6: 47.9813 | 12,6: 11.4233 | 15,3: 164.6100
epoch 37: train 50.7149 | val 6,6: 14.0479 | 9,6: 47.8864 | 12,6: 11.3787 | 15,3: 159.7213
epoch 38: train 51.3607 | val 6,6: 14.2219 | 9,6: 47.9047 | 12,6: 11.2551 | 15,3: 158.7854
epoch 39: train 51.7212 | val 6,6: 14.0135 | 9,6: 47.8306 | 12,6: 11.1636 | 15,3: 158.2382
epoch 40: train 50.2036 | val 6,6: 14.0692 | 9,6: 48.2674 | 12,6: 11.5067 | 15,3: 158.8362
epoch 41: train 49.6899 | val 6,6: 14.0476 | 9,6: 47.8415 | 12,6: 11.1907 | 15,3: 157.0288
epoch 42: train 53.9892 | val 6,6: 14.0716 | 9,6: 47.9770 | 12,6: 11.4148 | 15,3: 157.8474
epoch 43: train 53.7222 | val 6,6: 13.9809 | 9,6: 47.7283 | 12,6: 11.2263 | 15,3: 157.4783
epoch 44: train 49.3499 | val 6,6: 14.0176 | 9,6: 47.7081 | 12,6: 11.2782 | 15,3: 158.4809
epoch 45: train 49.9806 | val 6,6: 14.1504 | 9,6: 49.2919 | 12,6: 11.3029 | 15,3: 158.4367
epoch 46: train 53.3630 | val 6,6: 14.2227 | 9,6: 47.9750 | 12,6: 11.6950 | 15,3: 157.0352
epoch 47: train 51.9284 | val 6,6: 14.3379 | 9,6: 48.0248 | 12,6: 11.4006 | 15,3: 156.9560
epoch 48: train 55.0798 | val 6,6: 13.9621 | 9,6: 47.6989 | 12,6: 11.3014 | 15,3: 157.0245
epoch 49: train 51.7825 | val 6,6: 13.9755 | 9,6: 47.6079 | 12,6: 11.2601 | 15,3: 157.3388
epoch 50: train 52.4328 | val 6,6: 14.7639 | 9,6: 47.8060 | 12,6: 11.3266 | 15,3: 157.1396
epoch 51: train 51.1022 | val 6,6: 13.9632 | 9,6: 47.7380 | 12,6: 11.1822 | 15,3: 159.2480
epoch 52: train 49.8437 | val 6,6: 13.9632 | 9,6: 47.8024 | 12,6: 11.4504 | 15,3: 158.0440
epoch 53: train 51.3091 | val 6,6: 13.9515 | 9,6: 47.5731 | 12,6: 11.2693 | 15,3: 156.8435
epoch 54: train 50.5852 | val 6,6: 14.0004 | 9,6: 47.4551 | 12,6: 11.2849 | 15,3: 156.5013
epoch 55: train 50.5490 | val 6,6: 13.9385 | 9,6: 47.4764 | 12,6: 11.1908 | 15,3: 155.9624
epoch 56: train 50.0720 | val 6,6: 13.9465 | 9,6: 47.7138 | 12,6: 11.3269 | 15,3: 156.3098
epoch 57: train 50.6149 | val 6,6: 13.9162 | 9,6: 47.6473 | 12,6: 11.2639 | 15,3: 155.6928
epoch 58: train 50.0230 | val 6,6: 13.9538 | 9,6: 47.5393 | 12,6: 11.2915 | 15,3: 156.1527
epoch 59: train 50.3783 | val 6,6: 13.9514 | 9,6: 47.6315 | 12,6: 11.2985 | 15,3: 157.5190
epoch 60: train 50.4859 | val 6,6: 13.9360 | 9,6: 47.4769 | 12,6: 11.2371 | 15,3: 155.7722
epoch 61: train 51.8079 | val 6,6: 13.9047 | 9,6: 47.3953 | 12,6: 11.1834 | 15,3: 156.0097
epoch 62: train 49.6009 | val 6,6: 13.9425 | 9,6: 47.3375 | 12,6: 11.2191 | 15,3: 154.9855
epoch 63: train 51.7378 | val 6,6: 14.0791 | 9,6: 47.7401 | 12,6: 11.1634 | 15,3: 155.5231
epoch 64: train 51.3306 | val 6,6: 13.9500 | 9,6: 47.5861 | 12,6: 11.1025 | 15,3: 154.9903
epoch 65: train 52.2188 | val 6,6: 13.9199 | 9,6: 47.6965 | 12,6: 11.1855 | 15,3: 156.4829
epoch 66: train 50.4036 | val 6,6: 13.9706 | 9,6: 47.3786 | 12,6: 11.0964 | 15,3: 156.0543
epoch 67: train 52.8955 | val 6,6: 14.0249 | 9,6: 47.6475 | 12,6: 11.1037 | 15,3: 156.8743
epoch 68: train 50.5641 | val 6,6: 13.9033 | 9,6: 47.3941 | 12,6: 11.1721 | 15,3: 155.0377
epoch 69: train 52.2077 | val 6,6: 13.9080 | 9,6: 47.4807 | 12,6: 11.1307 | 15,3: 156.9343
epoch 70: train 51.7572 | val 6,6: 14.2837 | 9,6: 47.8263 | 12,6: 11.2682 | 15,3: 157.3179
epoch 71: train 52.9823 | val 6,6: 14.0376 | 9,6: 47.6564 | 12,6: 11.1374 | 15,3: 157.1560
epoch 72: train 51.6456 | val 6,6: 13.8997 | 9,6: 47.3830 | 12,6: 11.1371 | 15,3: 155.7461
epoch 73: train 49.4888 | val 6,6: 13.9264 | 9,6: 47.3763 | 12,6: 11.1928 | 15,3: 155.2206
epoch 74: train 50.9036 | val 6,6: 13.9000 | 9,6: 47.5379 | 12,6: 11.1455 | 15,3: 156.3653
epoch 75: train 51.5450 | val 6,6: 13.9328 | 9,6: 47.4578 | 12,6: 11.0894 | 15,3: 155.3159
epoch 76: train 51.4701 | val 6,6: 14.0901 | 9,6: 47.9311 | 12,6: 11.1689 | 15,3: 155.7175
epoch 77: train 51.1340 | val 6,6: 13.8937 | 9,6: 47.3398 | 12,6: 11.1481 | 15,3: 154.9478
