device: cuda; sizes: [(6, 6), (9, 6), (12, 6), (15, 3)]; curve loss on: [(6, 6), (9, 6), (12, 6), (15, 3)]; lr: 0.001; H: 3
loadCodeEvaluations: dropped 103605 records with a non-canonical errorRange
  size 6,6: 1319823 codes (1055858 train) curveLoss=True
loadCodeEvaluations: dropped 98801 records with a non-canonical errorRange
  size 9,6: 451060 codes (360848 train) curveLoss=True
loadCodeEvaluations: dropped 70535 records with a non-canonical errorRange
  size 12,6: 413502 codes (330802 train) curveLoss=True
  size 15,3: 17373 codes (13898 train) curveLoss=True
epoch 0: train 95.8179 | val 6,6: 16.5007 | 9,6: 52.9075 | 12,6: 11.2140 | 15,3: 154.5442
epoch 1: train 58.9692 | val 6,6: 15.8258 | 9,6: 53.6974 | 12,6: 11.4927 | 15,3: 141.7884
epoch 2: train 57.4153 | val 6,6: 16.1358 | 9,6: 52.6116 | 12,6: 11.0712 | 15,3: 139.9371
epoch 3: train 58.5597 | val 6,6: 14.7338 | 9,6: 51.2521 | 12,6: 11.2449 | 15,3: 141.0977
epoch 4: train 57.9874 | val 6,6: 14.7194 | 9,6: 52.4399 | 12,6: 11.6342 | 15,3: 139.9567
epoch 5: train 60.7010 | val 6,6: 14.5977 | 9,6: 51.1929 | 12,6: 11.2572 | 15,3: 139.6435
epoch 6: train 62.7083 | val 6,6: 14.6694 | 9,6: 51.2115 | 12,6: 11.2215 | 15,3: 139.0814
epoch 7: train 57.9904 | val 6,6: 14.4391 | 9,6: 51.1944 | 12,6: 11.1993 | 15,3: 139.1984
epoch 8: train 59.8948 | val 6,6: 14.4983 | 9,6: 53.0766 | 12,6: 11.8257 | 15,3: 149.4222
epoch 9: train 59.1350 | val 6,6: 14.4679 | 9,6: 51.3607 | 12,6: 11.1848 | 15,3: 139.1712
epoch 10: train 57.0707 | val 6,6: 14.3696 | 9,6: 51.5900 | 12,6: 11.2233 | 15,3: 141.3767
epoch 11: train 57.0570 | val 6,6: 14.4094 | 9,6: 51.5354 | 12,6: 11.3805 | 15,3: 141.7543
epoch 12: train 56.7640 | val 6,6: 14.3070 | 9,6: 51.6558 | 12,6: 11.3195 | 15,3: 135.9762
epoch 13: train 58.9933 | val 6,6: 14.5727 | 9,6: 51.2334 | 12,6: 11.1103 | 15,3: 138.1146
epoch 14: train 60.2491 | val 6,6: 14.7602 | 9,6: 51.2365 | 12,6: 11.1486 | 15,3: 138.5323
epoch 15: train 59.4540 | val 6,6: 14.4930 | 9,6: 51.2987 | 12,6: 11.2389 | 15,3: 135.9682
epoch 16: train 56.8601 | val 6,6: 15.0680 | 9,6: 52.4602 | 12,6: 11.5432 | 15,3: 136.6694
epoch 17: train 57.2194 | val 6,6: 14.3594 | 9,6: 51.1550 | 12,6: 10.9738 | 15,3: 136.4777
epoch 18: train 55.0423 | val 6,6: 14.2498 | 9,6: 50.7311 | 12,6: 10.9651 | 15,3: 136.5932
epoch 19: train 58.5139 | val 6,6: 15.7145 | 9,6: 51.9368 | 12,6: 11.0314 | 15,3: 136.3002
epoch 20: train 59.1411 | val 6,6: 14.2862 | 9,6: 50.7080 | 12,6: 11.1447 | 15,3: 136.2612
epoch 21: train 55.7254 | val 6,6: 14.2314 | 9,6: 50.9682 | 12,6: 11.1661 | 15,3: 136.6655
epoch 22: train 57.8723 | val 6,6: 14.1768 | 9,6: 50.4762 | 12,6: 10.8514 | 15,3: 138.7867
epoch 23: train 57.8440 | val 6,6: 14.3762 | 9,6: 50.7979 | 12,6: 10.9448 | 15,3: 138.4502
epoch 24: train 57.2708 | val 6,6: 14.5644 | 9,6: 51.5973 | 12,6: 11.2863 | 15,3: 137.3353
epoch 25: train 57.8307 | val 6,6: 14.1895 | 9,6: 50.4778 | 12,6: 10.8468 | 15,3: 134.8020
epoch 26: train 56.0712 | val 6,6: 14.1462 | 9,6: 50.4436 | 12,6: 11.0488 | 15,3: 147.8031
epoch 27: train 54.8654 | val 6,6: 14.1292 | 9,6: 50.2009 | 12,6: 10.7540 | 15,3: 136.4200
epoch 28: train 56.8670 | val 6,6: 14.1424 | 9,6: 50.5436 | 12,6: 10.9380 | 15,3: 133.1019
epoch 29: train 56.2527 | val 6,6: 14.3751 | 9,6: 50.6577 | 12,6: 11.1174 | 15,3: 153.0154
epoch 30: train 55.5304 | val 6,6: 14.7536 | 9,6: 51.7022 | 12,6: 10.7861 | 15,3: 136.7848
epoch 31: train 56.4445 | val 6,6: 14.2694 | 9,6: 50.2494 | 12,6: 11.0233 | 15,3: 135.1848
epoch 32: train 57.3242 | val 6,6: 14.1838 | 9,6: 50.6839 | 12,6: 10.9779 | 15,3: 131.3857
epoch 33: train 54.0101 | val 6,6: 14.6103 | 9,6: 50.8567 | 12,6: 10.8409 | 15,3: 134.5926
epoch 34: train 55.5314 | val 6,6: 14.5718 | 9,6: 50.3281 | 12,6: 10.7643 | 15,3: 125.2482
epoch 35: train 55.2282 | val 6,6: 14.1033 | 9,6: 50.0667 | 12,6: 10.7928 | 15,3: 126.8463
epoch 36: train 54.0639 | val 6,6: 16.1570 | 9,6: 55.4004 | 12,6: 11.4091 | 15,3: 134.0132
epoch 37: train 54.4398 | val 6,6: 14.0577 | 9,6: 50.0875 | 12,6: 10.8297 | 15,3: 129.1667
epoch 38: train 53.4584 | val 6,6: 14.1732 | 9,6: 50.2209 | 12,6: 10.7441 | 15,3: 124.8764
epoch 39: train 53.7502 | val 6,6: 14.3699 | 9,6: 51.2860 | 12,6: 10.7798 | 15,3: 126.7861
epoch 40: train 52.7479 | val 6,6: 14.0529 | 9,6: 49.8960 | 12,6: 10.5753 | 15,3: 125.5711
epoch 41: train 53.4231 | val 6,6: 14.0939 | 9,6: 50.1011 | 12,6: 10.7180 | 15,3: 125.0728
epoch 42: train 54.2539 | val 6,6: 14.6444 | 9,6: 51.6974 | 12,6: 10.8144 | 15,3: 136.4638
epoch 43: train 53.2537 | val 6,6: 14.1025 | 9,6: 50.0698 | 12,6: 10.8417 | 15,3: 124.8602
epoch 44: train 53.8020 | val 6,6: 14.4207 | 9,6: 50.9722 | 12,6: 10.7406 | 15,3: 124.9976
epoch 45: train 56.1888 | val 6,6: 14.0996 | 9,6: 50.0870 | 12,6: 10.6501 | 15,3: 125.2326
epoch 46: train 53.4530 | val 6,6: 14.2644 | 9,6: 50.3053 | 12,6: 10.6203 | 15,3: 124.3439
epoch 47: train 53.0301 | val 6,6: 14.0843 | 9,6: 49.8909 | 12,6: 10.5518 | 15,3: 123.3410
epoch 48: train 53.5895 | val 6,6: 14.1582 | 9,6: 49.9210 | 12,6: 10.5569 | 15,3: 122.6179
epoch 49: train 56.1306 | val 6,6: 14.0538 | 9,6: 49.7580 | 12,6: 10.5263 | 15,3: 123.8381
epoch 50: train 51.3610 | val 6,6: 14.0703 | 9,6: 49.8148 | 12,6: 10.7898 | 15,3: 124.1096
epoch 51: train 56.0832 | val 6,6: 14.1330 | 9,6: 49.9953 | 12,6: 10.6587 | 15,3: 131.0515
epoch 52: train 52.4383 | val 6,6: 14.1446 | 9,6: 49.8083 | 12,6: 10.5941 | 15,3: 124.7339
epoch 53: train 52.3009 | val 6,6: 14.0825 | 9,6: 49.8626 | 12,6: 10.5509 | 15,3: 122.3923
epoch 54: train 54.6076 | val 6,6: 14.1863 | 9,6: 50.0423 | 12,6: 10.6833 | 15,3: 122.9777
epoch 55: train 54.6216 | val 6,6: 14.1110 | 9,6: 50.1044 | 12,6: 10.6205 | 15,3: 122.8111
epoch 56: train 54.2749 | val 6,6: 14.1346 | 9,6: 50.2825 | 12,6: 10.5460 | 15,3: 122.9399
epoch 57: train 52.6437 | val 6,6: 14.0852 | 9,6: 50.5099 | 12,6: 10.7066 | 15,3: 122.6407
epoch 58: train 52.4148 | val 6,6: 14.1112 | 9,6: 49.8019 | 12,6: 10.5421 | 15,3: 122.5631
epoch 59: train 52.6200 | val 6,6: 14.0402 | 9,6: 49.6291 | 12,6: 10.4745 | 15,3: 121.3720
epoch 60: train 52.9118 | val 6,6: 14.0598 | 9,6: 49.6595 | 12,6: 10.5179 | 15,3: 122.2903
epoch 61: train 53.9113 | val 6,6: 14.0179 | 9,6: 49.4103 | 12,6: 10.5010 | 15,3: 122.2882
epoch 62: train 54.5943 | val 6,6: 14.2122 | 9,6: 50.3107 | 12,6: 10.8289 | 15,3: 121.1982
epoch 63: train 53.4393 | val 6,6: 14.0230 | 9,6: 49.5985 | 12,6: 10.6426 | 15,3: 121.6341
epoch 64: train 53.2410 | val 6,6: 14.0030 | 9,6: 49.5884 | 12,6: 10.5532 | 15,3: 121.2310
epoch 65: train 56.2914 | val 6,6: 14.0324 | 9,6: 49.7601 | 12,6: 10.6050 | 15,3: 121.1509
epoch 66: train 52.7101 | val 6,6: 14.0226 | 9,6: 49.6065 | 12,6: 10.5667 | 15,3: 122.9893
epoch 67: train 52.2947 | val 6,6: 14.0874 | 9,6: 49.4233 | 12,6: 10.5295 | 15,3: 123.2277
epoch 68: train 52.7990 | val 6,6: 14.2989 | 9,6: 50.3678 | 12,6: 10.7223 | 15,3: 122.2926
epoch 69: train 54.8640 | val 6,6: 14.0168 | 9,6: 49.4848 | 12,6: 10.4729 | 15,3: 121.1328
epoch 70: train 53.8528 | val 6,6: 14.0680 | 9,6: 49.4798 | 12,6: 10.4927 | 15,3: 121.0642
epoch 71: train 52.9440 | val 6,6: 14.0524 | 9,6: 49.5016 | 12,6: 10.4531 | 15,3: 125.3517
epoch 72: train 53.6230 | val 6,6: 14.2642 | 9,6: 49.9320 | 12,6: 10.6556 | 15,3: 121.7084
epoch 73: train 53.3600 | val 6,6: 14.0882 | 9,6: 49.4526 | 12,6: 10.5070 | 15,3: 120.8781
epoch 74: train 54.7422 | val 6,6: 14.0686 | 9,6: 49.3983 | 12,6: 10.4970 | 15,3: 121.1650
epoch 75: train 52.5671 | val 6,6: 14.0040 | 9,6: 49.3457 | 12,6: 10.4541 | 15,3: 121.9401
epoch 76: train 52.2230 | val 6,6: 13.9884 | 9,6: 49.3762 | 12,6: 10.4624 | 15,3: 125.6530
epoch 77: train 53.2813 | val 6,6: 14.1074 | 9,6: 49.3136 | 12,6: 10.4582 | 15,3: 125.2967
epoch 78: train 53.1761 | val 6,6: 13.9741 | 9,6: 49.4291 | 12,6: 10.4776 | 15,3: 122.9482
epoch 79: train 53.1801 | val 6,6: 14.1024 | 9,6: 49.5949 | 12,6: 10.6013 | 15,3: 122.7660
epoch 80: train 53.2970 | val 6,6: 14.1785 | 9,6: 49.5713 | 12,6: 10.5245 | 15,3: 123.3255
epoch 81: train 53.9566 | val 6,6: 13.9910 | 9,6: 49.3950 | 12,6: 10.4501 | 15,3: 120.9336
epoch 82: train 52.9180 | val 6,6: 13.9670 | 9,6: 49.2997 | 12,6: 10.4574 | 15,3: 121.3110
epoch 83: train 51.8275 | val 6,6: 13.9501 | 9,6: 49.3046 | 12,6: 10.4585 | 15,3: 121.8556
epoch 84: train 53.8447 | val 6,6: 13.9838 | 9,6: 49.2737 | 12,6: 10.4303 | 15,3: 120.8974
epoch 85: train 52.6859 | val 6,6: 13.9887 | 9,6: 49.3733 | 12,6: 10.5589 | 15,3: 123.1155
epoch 86: train 52.5417 | val 6,6: 14.0199 | 9,6: 49.3704 | 12,6: 10.4827 | 15,3: 122.2704
epoch 87: train 55.0112 | val 6,6: 14.1812 | 9,6: 49.9752 | 12,6: 10.5799 | 15,3: 127.8718
epoch 88: train 55.0855 | val 6,6: 14.1897 | 9,6: 49.7889 | 12,6: 10.6392 | 15,3: 151.8696
