@willow16 CPU 16 9.01
@willow16 MEM 15809 9533
@willow16 GPU 0, 82, 4096
@willow16 PS 1111894  0.1 11776 systemd
@willow16 PS 1111895  0.0  3392 (sd-pam)
@willow16 PS 1111906  0.0  7048 pipewire
@willow16 PS 1111907  0.0  5052 pipewire
@willow16 PS 1111909  0.0 14004 wireplumber
@willow16 PS 1111911  0.0  8620 pipewire-pulse
@willow16 PS 1111928  0.0  4404 dbus-daemon
@willow16 PS 1111965  0.0  3368 bash
@willow16 PS 1111970  0.0  3224 bash
@willow16 PS 1111980  0.0  1852 bash
@willow16 PS 1111985  0.0  1868 timeout
@willow16 PS 1111987 99.9 2086496 python
@willow16 PS 1112010  0.0  1872 timeout
@willow16 PS 1112012 99.9 2114904 python
@willow16 PS 1112029  0.0  1872 timeout
@willow16 PS 1112031 99.9 2078684 python
@willow16 PS 1112078  0.0  1872 timeout
@willow16 PS 1112080 99.9 2063876 python
@willow16 PS 1112321  0.0  5892 python
@willow16 PS 1112322  0.0  5960 python
@willow16 PS 1112323  0.0  5964 python
@willow16 PS 1112324  0.0  5952 python
@willow16 PS 1112325 57.0 286920 python
@willow16 PS 1112326 54.0 294456 python
@willow16 PS 1112327 29.1 302116 python
@willow16 PS 1112328 81.6 300416 python
@willow16 PS 1112329 21.2 279928 python
@willow16 PS 1112330 63.1 302780 python
@willow16 PS 1112331 74.2 286832 python
@willow16 PS 1112332 29.4 285032 python
@willow16 PS 1112333 73.9 294108 python
@willow16 PS 1112334 25.9 316056 python
@willow16 PS 1112335 25.9 289980 python
@willow16 PS 1112336 33.5 295888 python
@willow16 PS 1845068  0.0  2080 sleep
@willow16 PS 1845253  0.0  2080 sleep
@willow16 PS 1846041  0.0  7000 sshd
@willow16 PS 1846042  0.0  3604 bash
@willow16 PS 1846053  100  4648 ps
@willow16 PS 1846054  0.0  2320 sed
@willow16 SIZE 8 21,18
@willow16 SEEN 1785225898
