# num_workers = 24
# num_cells = 256
# seed_for_environment = 14
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 100
# frames_per_batch = 1000
# sub_batch_size = 64
# num_epochs = 10
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.0001
# reward_engineering = False
# minimum_number_of_qubits = 6
# log_name = None
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 24
# Number of workers: 24
# Does torch identify cuda: False
evaluation number	reward	policy entropy
0	-0.9975212216377258	63.19105529785156
0	-0.9816843867301941	63.935707092285156
0	-0.9816843867301941	65.70264434814453
0	-0.9975212216377258	66.35075378417969
0	-0.9816843867301941	65.09527587890625
0	-0.9975212216377258	64.8987808227539
0	-0.9975212216377258	65.70204162597656
0	-0.8646647334098816	65.3440933227539
0	-0.9816843867301941	64.20970916748047
0	-0.9975212216377258	64.61698150634766
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
0	-0.9975212216377258	65.12638854980469
0	-0.9975212216377258	65.14276123046875
1	-0.9975212216377258	10.783615112304688
1	-0.9975212216377258	10.006272315979004
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
1	-0.9975212216377258	9.488208770751953
