# num_workers = 96
# num_cells = 256
# seed_for_environment = 4601982
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 1000
# frames_per_batch = 100
# sub_batch_size = 64
# num_epochs = 15
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.001
# env_reward_engineering = True
# env_minimum_number_of_qubits = 6
# log_name = None
# env_version = qecc/bbcode-ldpc-v0
# env_bit_flipping = True
# env_l = 6
# env_m = 6
# env_use_dict_observation = True
# env_number_of_decoder_iterations = 50
# env_number_of_samples = 50
# env_code_logging = False
# model_architecture = hybrid
# model_surrogate_model_path = /vol/bitbucket/osella/rl-qecc-data//supervisedLearning/2026-07-12_20-18-32/surrogate_6x6.pth
# index_to_unfreeze_encoder_updates = 10
# encoder_lr_factor = 0.1
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 96
# Number of workers: 96
# Does torch identify cuda: False
evaluation number	reward	policy entropy	Encoder freeze
0	-0.6666666865348816	7.583151817321777	True
0	0.3199999928474426	7.680471420288086	True
0	-0.6666666865348816	7.683187484741211	True
0	-0.6666666865348816	7.668097496032715	True
0	-0.3333333432674408	7.680241584777832	True
0	0.2549999952316284	7.692389011383057	True
0	-0.6666666865348816	7.680041313171387	True
0	0.33000001311302185	7.662685394287109	True
0	-0.6666666865348816	7.679997444152832	True
0	0.35499998927116394	7.664403438568115	True
0	-0.6666666865348816	7.686877727508545	True
0	0.29499998688697815	7.671994209289551	True
0	-0.3333333432674408	7.683588981628418	True
0	0.33500000834465027	7.687697887420654	True
0	-0.3333333432674408	7.684743404388428	True
0	0.20999999344348907	7.696518421173096	True
0	-0.3333333432674408	7.6859965324401855	True
0	-0.6666666865348816	7.67765474319458	True
0	0.38999998569488525	7.676436424255371	True
0	0.13500000536441803	7.677579879760742	True
0	0.2199999988079071	7.6791672706604	True
0	0.17000000178813934	7.685606002807617	True
0	0.4099999964237213	7.648416042327881	True
0	0.30000001192092896	7.672389507293701	True
0	0.32499998807907104	7.674188137054443	True
0	0.2800000011920929	7.696814060211182	True
0	0.30000001192092896	7.675724029541016	True
0	0.3199999928474426	7.699521064758301	True
0	0.27000001072883606	7.67557954788208	True
0	0.24500000476837158	7.699010848999023	True
1	-0.3333333432674408	7.109968662261963	False
1	-0.6666666865348816	6.966495037078857	False
1	-0.3333333432674408	6.963221073150635	False
1	-0.6666666865348816	7.007434844970703	False
1	-0.3333333432674408	6.875252723693848	False
1	-0.6666666865348816	6.959972858428955	False
1	-0.3333333432674408	6.883181571960449	False
1	-0.6666666865348816	7.033343315124512	False
1	-0.3333333432674408	6.909390449523926	False
1	-0.6666666865348816	6.998972415924072	False
1	-0.3333333432674408	6.900468826293945	False
1	-0.6666666865348816	6.993873119354248	False
1	-0.3333333432674408	6.902462959289551	False
1	-0.6666666865348816	7.003579616546631	False
1	-0.3333333432674408	6.900972843170166	False
1	-0.6666666865348816	7.000098705291748	False
1	-0.3333333432674408	6.915492057800293	False
1	-0.6666666865348816	7.012923240661621	False
1	-0.3333333432674408	6.879635810852051	False
1	-0.6666666865348816	6.98804235458374	False
1	-0.3333333432674408	6.886435508728027	False
1	-0.6666666865348816	6.996542930603027	False
1	-0.3333333432674408	6.886965751647949	False
1	-0.6666666865348816	7.003054141998291	False
1	-0.3333333432674408	6.898240089416504	False
1	-0.6666666865348816	6.961881637573242	False
1	-0.3333333432674408	6.887239933013916	False
1	-0.6666666865348816	6.987739562988281	False
1	-0.3333333432674408	6.880165100097656	False
1	-0.6666666865348816	7.0046796798706055	False
2	-1.0	6.698863983154297	False
2	0.11999999731779099	6.704133987426758	False
2	-1.0	6.648978233337402	False
2	0.12999999523162842	6.641242504119873	False
2	-1.0	6.6847076416015625	False
2	0.12250000238418579	6.636218547821045	False
2	-1.0	6.652037143707275	False
2	0.12999999523162842	6.685255527496338	False
2	-1.0	6.665207862854004	False
2	0.12250000238418579	6.652889728546143	False
2	-1.0	6.661981582641602	False
2	0.11749999970197678	6.669426918029785	False
2	-1.0	6.642288684844971	False
2	0.11999999731779099	6.686335563659668	False
2	-1.0	6.659652233123779	False
2	0.11999999731779099	6.640401363372803	False
2	-1.0	6.696798801422119	False
2	0.12250000238418579	6.671019554138184	False
2	-1.0	6.674739360809326	False
2	0.12250000238418579	6.631533622741699	False
2	-1.0	6.656744480133057	False
2	0.11999999731779099	6.680962562561035	False
2	-1.0	6.693861484527588	False
2	0.12250000238418579	6.693115234375	False
2	-1.0	6.673211574554443	False
2	0.12250000238418579	6.664772033691406	False
2	-1.0	6.685759544372559	False
2	0.12250000238418579	6.659082412719727	False
2	-1.0	6.675405502319336	False
2	0.12250000238418579	6.663365840911865	False
3	0.20499999821186066	6.360410690307617	False
3	0.18000000715255737	6.595998764038086	False
3	0.18000000715255737	6.583094120025635	False
3	0.1525000035762787	6.615439414978027	False
3	0.1599999964237213	6.626707077026367	False
