device: cuda; sizes: [(6, 6)]; curve loss on: [(6, 6)]; lr: 0.001; H: 10
loadCodeEvaluations: kept 895050 codes on the requested grid; dropped 1948461 records whose grid does not contain all its points
  size 6,6: 895050 codes (716040 train) curveLoss=True
epoch 0: train 12.5936 | val 6,6: 11.8132
epoch 1: train 11.5852 | val 6,6: 11.3645
epoch 2: train 11.3291 | val 6,6: 11.2045
epoch 3: train 11.2071 | val 6,6: 11.1035
epoch 4: train 11.1316 | val 6,6: 11.0581
epoch 5: train 11.0859 | val 6,6: 11.0263
epoch 6: train 11.0613 | val 6,6: 11.0046
epoch 7: train 11.0270 | val 6,6: 10.9616
epoch 8: train 10.9968 | val 6,6: 10.9483
