device: cuda; sizes: [(6, 6), (9, 6), (12, 6), (15, 3)]; curve loss on: [(6, 6), (9, 6), (12, 6), (15, 3)]; lr: 0.001; H: 3
loadCodeEvaluations: kept 895050 codes on the requested grid; dropped 1948461 records whose grid does not contain all its points
  size 6,6: 895050 codes (716040 train) curveLoss=True
loadCodeEvaluations: kept 2745739 codes on the requested grid; dropped 2681591 records whose grid does not contain all its points
  size 9,6: 2745739 codes (2196591 train) curveLoss=True
loadCodeEvaluations: kept 1353227 codes on the requested grid; dropped 457979 records whose grid does not contain all its points
  size 12,6: 1353227 codes (1082582 train) curveLoss=True
loadCodeEvaluations: kept 4412297 codes on the requested grid; dropped 458644 records whose grid does not contain all its points
  size 15,3: 4412297 codes (3529838 train) curveLoss=True
epoch 0: train 10.6651 | val 6,6: 11.6148 | 9,6: 9.6994 | 12,6: 8.5258 | 15,3: 11.7466
epoch 1: train 10.3224 | val 6,6: 11.2798 | 9,6: 9.5430 | 12,6: 8.4229 | 15,3: 11.6236
epoch 2: train 10.2080 | val 6,6: 11.1069 | 9,6: 9.4704 | 12,6: 8.3563 | 15,3: 11.5991
epoch 3: train 10.1644 | val 6,6: 11.0511 | 9,6: 9.4552 | 12,6: 8.3511 | 15,3: 11.5966
epoch 4: train 10.1415 | val 6,6: 10.9916 | 9,6: 9.4592 | 12,6: 8.3486 | 15,3: 11.6017
epoch 5: train 10.1200 | val 6,6: 10.9632 | 9,6: 9.4489 | 12,6: 8.3119 | 15,3: 11.6085
epoch 6: train 10.1048 | val 6,6: 10.9369 | 9,6: 9.4448 | 12,6: 8.2663 | 15,3: 11.5969
epoch 7: train 10.0878 | val 6,6: 10.8996 | 9,6: 9.4214 | 12,6: 8.2547 | 15,3: 11.5797
epoch 8: train 10.0761 | val 6,6: 10.8586 | 9,6: 9.4213 | 12,6: 8.2538 | 15,3: 11.5923
epoch 9: train 10.0666 | val 6,6: 10.8408 | 9,6: 9.4189 | 12,6: 8.2456 | 15,3: 11.5817
epoch 10: train 10.0547 | val 6,6: 10.8719 | 9,6: 9.4410 | 12,6: 8.2610 | 15,3: 11.5951
epoch 11: train 10.0489 | val 6,6: 10.8341 | 9,6: 9.4070 | 12,6: 8.2391 | 15,3: 11.5792
epoch 12: train 10.0444 | val 6,6: 10.8237 | 9,6: 9.4104 | 12,6: 8.2564 | 15,3: 11.5882
epoch 13: train 10.0367 | val 6,6: 10.8047 | 9,6: 9.3948 | 12,6: 8.2192 | 15,3: 11.5737
epoch 14: train 10.0310 | val 6,6: 10.8109 | 9,6: 9.3834 | 12,6: 8.2043 | 15,3: 11.5749
epoch 15: train 10.0114 | val 6,6: 10.8315 | 9,6: 9.3796 | 12,6: 8.1628 | 15,3: 11.5711
epoch 16: train 9.9911 | val 6,6: 10.8049 | 9,6: 9.3399 | 12,6: 8.1269 | 15,3: 11.5726
epoch 17: train 9.9776 | val 6,6: 10.7800 | 9,6: 9.3294 | 12,6: 8.1137 | 15,3: 11.6601
epoch 18: train 9.9669 | val 6,6: 10.7733 | 9,6: 9.3147 | 12,6: 8.1066 | 15,3: 11.5585
epoch 19: train 9.9632 | val 6,6: 10.7474 | 9,6: 9.2925 | 12,6: 8.0966 | 15,3: 11.5486
epoch 20: train 9.9567 | val 6,6: 10.7550 | 9,6: 9.2922 | 12,6: 8.0920 | 15,3: 11.5550
epoch 21: train 9.9473 | val 6,6: 10.7502 | 9,6: 9.2820 | 12,6: 8.0976 | 15,3: 11.5313
epoch 22: train 9.9398 | val 6,6: 10.7367 | 9,6: 9.2700 | 12,6: 8.1015 | 15,3: 11.5267
epoch 23: train 9.9337 | val 6,6: 10.7532 | 9,6: 9.2709 | 12,6: 8.0917 | 15,3: 11.5178
epoch 24: train 9.9306 | val 6,6: 10.7311 | 9,6: 9.2686 | 12,6: 8.0962 | 15,3: 11.5264
epoch 25: train 9.9252 | val 6,6: 10.7442 | 9,6: 9.2749 | 12,6: 8.1221 | 15,3: 11.6666
epoch 26: train 9.9288 | val 6,6: 10.7274 | 9,6: 9.2665 | 12,6: 8.0865 | 15,3: 11.5263
epoch 27: train 9.9233 | val 6,6: 10.7386 | 9,6: 9.2607 | 12,6: 8.0971 | 15,3: 11.5078
epoch 28: train 9.9206 | val 6,6: 10.7270 | 9,6: 9.2613 | 12,6: 8.0891 | 15,3: 11.4807
epoch 29: train 9.9152 | val 6,6: 10.7157 | 9,6: 9.2525 | 12,6: 8.0810 | 15,3: 11.4777
epoch 30: train 9.9165 | val 6,6: 10.7114 | 9,6: 9.2511 | 12,6: 8.0839 | 15,3: 11.4771
epoch 31: train 9.9155 | val 6,6: 10.7318 | 9,6: 9.2641 | 12,6: 8.0899 | 15,3: 11.5838
epoch 32: train 9.9153 | val 6,6: 10.7417 | 9,6: 9.2546 | 12,6: 8.0797 | 15,3: 11.5155
epoch 33: train 9.9131 | val 6,6: 10.7153 | 9,6: 9.2458 | 12,6: 8.0732 | 15,3: 11.5017
epoch 34: train 9.9152 | val 6,6: 10.7158 | 9,6: 9.2468 | 12,6: 8.0747 | 15,3: 11.5164
epoch 35: train 9.9118 | val 6,6: 10.7128 | 9,6: 9.2514 | 12,6: 8.0724 | 15,3: 11.5476
epoch 36: train 9.9094 | val 6,6: 10.7086 | 9,6: 9.2649 | 12,6: 8.0827 | 15,3: 11.4925
epoch 37: train 9.9015 | val 6,6: 10.7148 | 9,6: 9.2509 | 12,6: 8.0684 | 15,3: 11.4798
epoch 38: train 9.8955 | val 6,6: 10.6951 | 9,6: 9.2522 | 12,6: 8.0791 | 15,3: 11.4326
epoch 39: train 9.8976 | val 6,6: 10.7020 | 9,6: 9.2575 | 12,6: 8.0752 | 15,3: 11.4526
epoch 40: train 9.8924 | val 6,6: 10.6946 | 9,6: 9.2477 | 12,6: 8.0752 | 15,3: 11.4211
epoch 41: train 9.8812 | val 6,6: 10.7000 | 9,6: 9.2468 | 12,6: 8.0749 | 15,3: 11.3951
epoch 42: train 9.8751 | val 6,6: 10.6986 | 9,6: 9.2525 | 12,6: 8.0982 | 15,3: 11.3962
epoch 43: train 9.8765 | val 6,6: 10.6781 | 9,6: 9.2406 | 12,6: 8.0832 | 15,3: 11.3928
epoch 44: train 9.8704 | val 6,6: 10.7025 | 9,6: 9.2509 | 12,6: 8.0729 | 15,3: 11.3859
epoch 45: train 9.8640 | val 6,6: 10.6821 | 9,6: 9.2284 | 12,6: 8.0682 | 15,3: 11.3528
epoch 46: train 9.8722 | val 6,6: 10.6763 | 9,6: 9.2297 | 12,6: 8.0657 | 15,3: 11.4445
epoch 47: train 9.8765 | val 6,6: 10.7072 | 9,6: 9.2361 | 12,6: 8.0773 | 15,3: 11.4701
epoch 48: train 9.8728 | val 6,6: 10.6898 | 9,6: 9.2310 | 12,6: 8.0727 | 15,3: 11.4164
epoch 49: train 9.8685 | val 6,6: 10.6704 | 9,6: 9.2183 | 12,6: 8.0600 | 15,3: 11.3933
epoch 50: train 9.8607 | val 6,6: 10.7167 | 9,6: 9.2407 | 12,6: 8.0591 | 15,3: 11.3721
epoch 51: train 9.8525 | val 6,6: 10.6827 | 9,6: 9.2198 | 12,6: 8.0567 | 15,3: 11.3725
epoch 52: train 9.8537 | val 6,6: 10.6766 | 9,6: 9.2193 | 12,6: 8.0538 | 15,3: 11.3734
epoch 53: train 9.8617 | val 6,6: 10.6820 | 9,6: 9.2384 | 12,6: 8.0672 | 15,3: 11.3605
epoch 54: train 9.8553 | val 6,6: 10.6767 | 9,6: 9.2241 | 12,6: 8.0568 | 15,3: 11.3757
epoch 55: train 9.8525 | val 6,6: 10.6737 | 9,6: 9.2257 | 12,6: 8.0693 | 15,3: 11.3604
epoch 56: train 9.8436 | val 6,6: 10.6904 | 9,6: 9.2212 | 12,6: 8.0633 | 15,3: 11.3837
epoch 57: train 9.8454 | val 6,6: 10.6646 | 9,6: 9.2150 | 12,6: 8.0579 | 15,3: 11.3921
epoch 58: train 9.8452 | val 6,6: 10.6825 | 9,6: 9.2295 | 12,6: 8.0708 | 15,3: 11.3610
epoch 59: train 9.8434 | val 6,6: 10.6948 | 9,6: 9.2229 | 12,6: 8.0738 | 15,3: 11.3747
epoch 60: train 9.8399 | val 6,6: 10.7039 | 9,6: 9.2175 | 12,6: 8.0621 | 15,3: 11.4331
epoch 61: train 9.8538 | val 6,6: 10.6681 | 9,6: 9.2277 | 12,6: 8.0543 | 15,3: 11.4093
epoch 62: train 9.8507 | val 6,6: 10.6783 | 9,6: 9.2396 | 12,6: 8.0648 | 15,3: 11.4699
epoch 63: train 9.8472 | val 6,6: 10.6983 | 9,6: 9.2319 | 12,6: 8.0477 | 15,3: 11.3803
epoch 64: train 9.8356 | val 6,6: 10.6756 | 9,6: 9.2186 | 12,6: 8.0585 | 15,3: 11.3656
epoch 65: train 9.8382 | val 6,6: 10.6653 | 9,6: 9.2022 | 12,6: 8.0608 | 15,3: 11.3518
epoch 66: train 9.8378 | val 6,6: 10.6721 | 9,6: 9.2234 | 12,6: 8.0631 | 15,3: 11.3851
epoch 67: train 9.8412 | val 6,6: 10.6815 | 9,6: 9.2634 | 12,6: 8.1270 | 15,3: 11.4008
epoch 68: train 9.8315 | val 6,6: 10.6507 | 9,6: 9.1752 | 12,6: 8.0368 | 15,3: 11.3401
epoch 69: train 9.8256 | val 6,6: 10.6802 | 9,6: 9.2101 | 12,6: 8.0592 | 15,3: 11.3674
epoch 70: train 9.8264 | val 6,6: 10.6804 | 9,6: 9.1976 | 12,6: 8.0413 | 15,3: 11.3572
epoch 71: train 9.8173 | val 6,6: 10.6825 | 9,6: 9.1935 | 12,6: 8.0485 | 15,3: 11.3534
epoch 72: train 9.8452 | val 6,6: 10.7285 | 9,6: 9.2569 | 12,6: 8.0549 | 15,3: 11.4140
epoch 73: train 9.8393 | val 6,6: 10.6832 | 9,6: 9.2021 | 12,6: 8.0487 | 15,3: 11.3556
epoch 74: train 9.8329 | val 6,6: 10.7109 | 9,6: 9.1982 | 12,6: 8.0399 | 15,3: 11.3968
epoch 75: train 9.8197 | val 6,6: 10.7216 | 9,6: 9.2140 | 12,6: 8.1220 | 15,3: 11.3683
epoch 76: train 9.8186 | val 6,6: 10.6870 | 9,6: 9.1848 | 12,6: 8.0339 | 15,3: 11.3573
epoch 77: train 9.8187 | val 6,6: 10.6832 | 9,6: 9.1832 | 12,6: 8.0530 | 15,3: 11.3605
epoch 78: train 9.8163 | val 6,6: 10.7374 | 9,6: 9.2193 | 12,6: 8.0422 | 15,3: 11.3422
epoch 79: train 9.8128 | val 6,6: 10.7170 | 9,6: 9.2074 | 12,6: 8.0675 | 15,3: 11.3511
