/vol/bitbucket/osella/groundWorker.sh: line 1: ﻿#!/bin/bash: No such file or directory
ground worker gpu34 started Wed 29 Jul 21:40:06 BST 2026
worker gpu34: running p1_g5_ground_anch_H3_s1000 Wed 29 Jul 21:40:06 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H3_s1000 Wed 29 Jul 21:48:08 BST 2026
worker gpu34: running p1_g5_ground_anch_H3_s466555 Wed 29 Jul 21:48:08 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H3_s466555 Wed 29 Jul 21:56:00 BST 2026
worker gpu34: running p1_g5_ground_anch_H4_s3000 Wed 29 Jul 21:56:01 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H4_s3000 Wed 29 Jul 22:03:49 BST 2026
worker gpu34: running p1_g5_ground_anch_H6_s1000 Wed 29 Jul 22:03:49 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H6_s1000 Wed 29 Jul 22:11:51 BST 2026
worker gpu34: running p1_g5_ground_anch_H6_s3000 Wed 29 Jul 22:11:51 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H6_s3000 Wed 29 Jul 22:19:51 BST 2026
worker gpu34: running p1_g5_ground_anch_H7_s2000 Wed 29 Jul 22:19:51 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H7_s2000 Wed 29 Jul 22:30:28 BST 2026
worker gpu34: running p1_g5_ground_anch_H7_s7134066 Wed 29 Jul 22:30:28 BST 2026
worker gpu34: DONE p1_g5_ground_anch_H7_s7134066 Wed 29 Jul 22:39:25 BST 2026
worker gpu34: running p1_g5_ground_pure_H3_s3000 Wed 29 Jul 22:39:26 BST 2026
worker gpu34: DONE p1_g5_ground_pure_H3_s3000 Wed 29 Jul 22:47:15 BST 2026
worker gpu34: running p1_g5_ground_pure_H4_s1000 Wed 29 Jul 22:47:16 BST 2026
worker gpu34: DONE p1_g5_ground_pure_H4_s1000 Wed 29 Jul 22:56:03 BST 2026
worker gpu34: running p1_g5_ground_pure_H4_s7134066 Wed 29 Jul 22:56:03 BST 2026
worker gpu34: DONE p1_g5_ground_pure_H4_s7134066 Wed 29 Jul 23:04:22 BST 2026
worker gpu34: running p1_g5_ground_pure_H6_s2000 Wed 29 Jul 23:04:22 BST 2026
worker gpu34: DONE p1_g5_ground_pure_H6_s2000 Wed 29 Jul 23:12:27 BST 2026
worker gpu34: running p1_g5_ground_pure_H7_s1000 Wed 29 Jul 23:12:27 BST 2026
worker gpu34: DONE p1_g5_ground_pure_H7_s1000 Wed 29 Jul 23:20:28 BST 2026
worker gpu34: running p1_g5_ground_pure_H7_s3000 Wed 29 Jul 23:20:29 BST 2026
worker gpu34: DONE p1_g5_ground_pure_H7_s3000 Wed 29 Jul 23:28:02 BST 2026
worker gpu34: only blocked tasks for 2h, exiting Thu 30 Jul 01:25:17 BST 2026
/vol/bitbucket/osella/groundWorker.sh: error reading input file: Stale file handle
