device: cuda; sizes: [(6, 6), (9, 6), (12, 6), (15, 3)]; curve loss on: [(6, 6), (9, 6), (12, 6), (15, 3)]; lr: 0.001; H: 4
loadCodeEvaluations: kept 895050 codes on the requested grid; dropped 1948461 records whose grid does not contain all its points
  size 6,6: 895050 codes (716040 train) curveLoss=True
loadCodeEvaluations: kept 2745739 codes on the requested grid; dropped 2681591 records whose grid does not contain all its points
  size 9,6: 2745739 codes (2196591 train) curveLoss=True
loadCodeEvaluations: kept 1353227 codes on the requested grid; dropped 457979 records whose grid does not contain all its points
  size 12,6: 1353227 codes (1082582 train) curveLoss=True
loadCodeEvaluations: kept 4412297 codes on the requested grid; dropped 458644 records whose grid does not contain all its points
  size 15,3: 4412297 codes (3529838 train) curveLoss=True
epoch 0: train 10.6575 | val 6,6: 11.3966 | 9,6: 9.6353 | 12,6: 8.4825 | 15,3: 11.6405
epoch 1: train 10.2696 | val 6,6: 11.2083 | 9,6: 9.5497 | 12,6: 8.4270 | 15,3: 11.6163
epoch 2: train 10.1832 | val 6,6: 11.1148 | 9,6: 9.4835 | 12,6: 8.3321 | 15,3: 11.5988
epoch 3: train 10.1476 | val 6,6: 11.0644 | 9,6: 9.4739 | 12,6: 8.3141 | 15,3: 11.6034
epoch 4: train 10.1214 | val 6,6: 11.0000 | 9,6: 9.4581 | 12,6: 8.3023 | 15,3: 11.6052
epoch 5: train 10.1026 | val 6,6: 10.9884 | 9,6: 9.4674 | 12,6: 8.3037 | 15,3: 11.5947
epoch 6: train 10.0866 | val 6,6: 10.9407 | 9,6: 9.4564 | 12,6: 8.3131 | 15,3: 11.5885
epoch 7: train 10.0748 | val 6,6: 10.8971 | 9,6: 9.4483 | 12,6: 8.2886 | 15,3: 11.5772
epoch 8: train 10.0586 | val 6,6: 10.8838 | 9,6: 9.4355 | 12,6: 8.2791 | 15,3: 11.5752
epoch 9: train 10.0547 | val 6,6: 10.8446 | 9,6: 9.4359 | 12,6: 8.2775 | 15,3: 11.5775
epoch 10: train 10.0462 | val 6,6: 10.8482 | 9,6: 9.4348 | 12,6: 8.2779 | 15,3: 11.5781
epoch 11: train 10.0397 | val 6,6: 10.8135 | 9,6: 9.4271 | 12,6: 8.2725 | 15,3: 11.5741
epoch 12: train 10.0347 | val 6,6: 10.8334 | 9,6: 9.4334 | 12,6: 8.2811 | 15,3: 11.5864
epoch 13: train 10.0324 | val 6,6: 10.8080 | 9,6: 9.4248 | 12,6: 8.2698 | 15,3: 11.5726
epoch 14: train 10.0273 | val 6,6: 10.7951 | 9,6: 9.4205 | 12,6: 8.2550 | 15,3: 11.5682
epoch 15: train 10.0209 | val 6,6: 10.8013 | 9,6: 9.4134 | 12,6: 8.2291 | 15,3: 11.5670
epoch 16: train 10.0058 | val 6,6: 10.8041 | 9,6: 9.3771 | 12,6: 8.1567 | 15,3: 11.5674
epoch 17: train 9.9883 | val 6,6: 10.7777 | 9,6: 9.3645 | 12,6: 8.1445 | 15,3: 11.5726
epoch 18: train 9.9761 | val 6,6: 10.7731 | 9,6: 9.3632 | 12,6: 8.1428 | 15,3: 11.5742
epoch 19: train 9.9645 | val 6,6: 10.7855 | 9,6: 9.3335 | 12,6: 8.1404 | 15,3: 11.5744
epoch 20: train 9.9598 | val 6,6: 10.7637 | 9,6: 9.3095 | 12,6: 8.1493 | 15,3: 11.5589
epoch 21: train 9.9560 | val 6,6: 10.7672 | 9,6: 9.3117 | 12,6: 8.1155 | 15,3: 11.5629
epoch 22: train 9.9503 | val 6,6: 10.7677 | 9,6: 9.3011 | 12,6: 8.1194 | 15,3: 11.5518
epoch 23: train 9.9481 | val 6,6: 10.7544 | 9,6: 9.2902 | 12,6: 8.1062 | 15,3: 11.5414
epoch 24: train 9.9412 | val 6,6: 10.7573 | 9,6: 9.2963 | 12,6: 8.1193 | 15,3: 11.5529
epoch 25: train 9.9377 | val 6,6: 10.7588 | 9,6: 9.2941 | 12,6: 8.1216 | 15,3: 11.5420
epoch 26: train 9.9337 | val 6,6: 10.7419 | 9,6: 9.2877 | 12,6: 8.1036 | 15,3: 11.5180
epoch 27: train 9.9347 | val 6,6: 10.7648 | 9,6: 9.3039 | 12,6: 8.1471 | 15,3: 11.5908
epoch 28: train 9.9297 | val 6,6: 10.7483 | 9,6: 9.2922 | 12,6: 8.1094 | 15,3: 11.5197
epoch 29: train 9.9335 | val 6,6: 10.7311 | 9,6: 9.2762 | 12,6: 8.1017 | 15,3: 11.5503
epoch 30: train 9.9304 | val 6,6: 10.7379 | 9,6: 9.2801 | 12,6: 8.1013 | 15,3: 11.5575
epoch 31: train 9.9246 | val 6,6: 10.7396 | 9,6: 9.2800 | 12,6: 8.0994 | 15,3: 11.5355
epoch 32: train 9.9253 | val 6,6: 10.7431 | 9,6: 9.2790 | 12,6: 8.1067 | 15,3: 11.5268
epoch 33: train 9.9191 | val 6,6: 10.7362 | 9,6: 9.2808 | 12,6: 8.1032 | 15,3: 11.5089
epoch 34: train 9.9135 | val 6,6: 10.7263 | 9,6: 9.2776 | 12,6: 8.0956 | 15,3: 11.4828
epoch 35: train 9.9151 | val 6,6: 10.7373 | 9,6: 9.2821 | 12,6: 8.1167 | 15,3: 11.5117
epoch 36: train 9.9111 | val 6,6: 10.7323 | 9,6: 9.2801 | 12,6: 8.1043 | 15,3: 11.5134
epoch 37: train 9.9073 | val 6,6: 10.7255 | 9,6: 9.2856 | 12,6: 8.1100 | 15,3: 11.5065
epoch 38: train 9.9043 | val 6,6: 10.7232 | 9,6: 9.2781 | 12,6: 8.1046 | 15,3: 11.4806
epoch 39: train 9.9092 | val 6,6: 10.7232 | 9,6: 9.2732 | 12,6: 8.0963 | 15,3: 11.4483
