device: cuda; sizes: [(6, 6), (9, 6), (12, 6), (15, 3)]; curve loss on: [(6, 6), (9, 6), (12, 6), (15, 3)]; lr: 0.001; H: 7
loadCodeEvaluations: kept 895050 codes on the requested grid; dropped 1948461 records whose grid does not contain all its points
  size 6,6: 895050 codes (716040 train) curveLoss=True
loadCodeEvaluations: kept 2745739 codes on the requested grid; dropped 2681591 records whose grid does not contain all its points
  size 9,6: 2745739 codes (2196591 train) curveLoss=True
loadCodeEvaluations: kept 1353227 codes on the requested grid; dropped 457979 records whose grid does not contain all its points
  size 12,6: 1353227 codes (1082582 train) curveLoss=True
loadCodeEvaluations: kept 4412297 codes on the requested grid; dropped 458644 records whose grid does not contain all its points
  size 15,3: 4412297 codes (3529838 train) curveLoss=True
epoch 0: train 10.6276 | val 6,6: 11.3049 | 9,6: 9.6261 | 12,6: 8.5124 | 15,3: 11.6794
epoch 1: train 10.2535 | val 6,6: 11.1504 | 9,6: 9.5160 | 12,6: 8.4225 | 15,3: 11.6509
epoch 2: train 10.1882 | val 6,6: 11.0770 | 9,6: 9.5009 | 12,6: 8.3608 | 15,3: 11.6459
epoch 3: train 10.1598 | val 6,6: 11.0563 | 9,6: 9.4821 | 12,6: 8.3174 | 15,3: 11.6288
epoch 4: train 10.1438 | val 6,6: 11.0195 | 9,6: 9.4838 | 12,6: 8.3374 | 15,3: 11.6342
epoch 5: train 10.1301 | val 6,6: 11.0482 | 9,6: 9.4754 | 12,6: 8.2889 | 15,3: 11.6204
epoch 6: train 10.1185 | val 6,6: 10.9833 | 9,6: 9.4681 | 12,6: 8.2410 | 15,3: 11.6277
epoch 7: train 10.0851 | val 6,6: 10.9805 | 9,6: 9.4497 | 12,6: 8.1825 | 15,3: 11.6304
epoch 8: train 10.0689 | val 6,6: 10.9423 | 9,6: 9.4108 | 12,6: 8.1501 | 15,3: 11.5996
epoch 9: train 10.0456 | val 6,6: 10.9382 | 9,6: 9.3628 | 12,6: 8.1491 | 15,3: 11.5931
epoch 10: train 10.0317 | val 6,6: 10.9234 | 9,6: 9.3469 | 12,6: 8.1292 | 15,3: 11.5720
epoch 11: train 10.0160 | val 6,6: 10.9093 | 9,6: 9.3088 | 12,6: 8.1274 | 15,3: 11.5891
epoch 12: train 10.0051 | val 6,6: 10.9196 | 9,6: 9.3032 | 12,6: 8.1275 | 15,3: 11.5693
epoch 13: train 9.9993 | val 6,6: 10.9067 | 9,6: 9.2988 | 12,6: 8.1176 | 15,3: 11.5775
epoch 14: train 9.9993 | val 6,6: 10.8913 | 9,6: 9.2942 | 12,6: 8.1093 | 15,3: 11.5771
epoch 15: train 9.9917 | val 6,6: 10.8822 | 9,6: 9.2791 | 12,6: 8.1046 | 15,3: 11.5614
epoch 16: train 9.9846 | val 6,6: 10.8899 | 9,6: 9.2730 | 12,6: 8.0966 | 15,3: 11.5681
epoch 17: train 9.9798 | val 6,6: 10.9093 | 9,6: 9.2969 | 12,6: 8.1151 | 15,3: 11.5778
epoch 18: train 9.9766 | val 6,6: 10.8698 | 9,6: 9.2669 | 12,6: 8.0906 | 15,3: 11.5250
epoch 19: train 9.9713 | val 6,6: 10.8949 | 9,6: 9.2804 | 12,6: 8.1186 | 15,3: 11.5358
epoch 20: train 9.9671 | val 6,6: 10.8627 | 9,6: 9.2645 | 12,6: 8.0917 | 15,3: 11.4923
epoch 21: train 9.9591 | val 6,6: 10.8662 | 9,6: 9.2655 | 12,6: 8.0935 | 15,3: 11.4669
