date,checkpoint,dataRoot,l,m,numberOfCodes,kMin,spearman,spearmanLow,spearmanHigh,spearmanStratum,spearmanStratumLow,spearmanStratumHigh,stratumSize,regret1,regret1Low,regret1High,regret5,regret5Low,regret5High,regret10,regret10Low,regret10High,kMae,maeBefore,maeAfter,affineSlope,nll,noiseFloor,ece,labelReliability,labelCeiling
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/anchored_2026-07-12_10-56-04.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.646621590215499,0.6446768081411931,0.6484759235603158,0.6662403284424062,0.6622952835629331,0.6702491733685365,120382,0.013486500000000005,0.009740249999999999,0.024974999999999997,0.009740249999999999,0.008741250000000006,0.020479499999999998,0.009740249999999999,0.008741250000000006,0.015983999999999998,2.146819176649786,0.004022055998635046,0.00443760157403851,0.4931234252721407,51.74995652597121,45.1275698285202,0.027084854189500497,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/anchored_2026-07-12_20-18-32.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.583550186516899,0.5813363524520517,0.5857187537176255,0.4376680239373619,0.43206421027130437,0.4430372878422173,120382,0.017981999999999998,0.010739249999999999,0.028721249999999997,0.010739249999999999,0.009240749999999999,0.017981999999999998,0.010739249999999999,0.009240749999999999,0.016982999999999998,2.296611822752743,0.00436093868423936,0.004374605610642589,0.7224130012046127,53.350233828740954,45.1275698285202,0.015887502018871746,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/anchored_2026-07-12_21-15-58.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.6568826425667748,0.6550886831894382,0.6586661012577986,0.6975566049434955,0.6935455912853292,0.7012789789671555,120382,0.028221749999999997,0.019730250000000005,0.031718249999999996,0.020729249999999998,0.016733249999999998,0.028221749999999997,0.016733249999999998,0.014235749999999998,0.020729249999999998,2.280170218262848,0.004229589288620869,0.0039011143626783876,1.0304711348855216,52.72226098662431,45.1275698285202,0.03310954259899564,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/mixed66-96_seed0.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.7194692616585646,0.7179160050371619,0.7210614185167443,0.8173713265335294,0.814985125731829,0.8197351614142505,120382,0.048951,0.012487499999999999,0.048951,0.012487499999999999,0.008990999999999999,0.023226749999999997,0.008990999999999999,0.006493499999999999,0.021478499999999998,2.265091459013134,0.0036820732657117184,0.0033475842938661122,0.9992304435636108,47.283286669433615,45.1275698285202,0.002585930985390157,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/mixed66-96_seed1.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.6972245844812445,0.6954981190306948,0.6988010273615455,0.7736794585113376,0.7706496711888884,0.7765184610154946,120382,0.0052447499999999855,0.0037462499999999857,0.033716249999999996,0.0052447499999999855,0.0029969999999999997,0.017232749999999998,0.0029969999999999997,0.0019980000000000067,0.005244749999999999,2.480604345804941,0.003827332951097178,0.003527455615670862,0.9656282404032784,48.014602649239414,45.1275698285202,0.0018632649153426523,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/mixed66-96_seed2.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.7286265076366946,0.7271136966454823,0.7301304082569924,0.7698928254038259,0.7669052010153591,0.7729684722913214,120382,0.016733249999999998,0.009989999999999999,0.016733249999999998,0.009989999999999999,0.0047452499999999995,0.011987999999999999,0.0052447499999999925,0.0037462499999999926,0.011555100000000006,2.2783557067049616,0.0034853297562470794,0.003300272736818627,0.9206614990328079,47.29012871598318,45.1275698285202,0.0014112078335468462,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/pure_2026-07-12_10-56-04.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.587139672728999,0.5849616702033873,0.5891748833718429,0.5826116715323887,0.5783745826801777,0.5869572596774906,120382,0.013486500000000005,0.011988000000000006,0.04720275,0.013486500000000005,0.0039959999999999996,0.020479499999999998,0.0039959999999999996,0.0029970000000000066,0.015983999999999998,2.1121590543748936,0.004328620068369656,0.004535359903938729,0.5343652838360001,50.554382345165436,45.1275698285202,0.011329923459075792,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/pure_2026-07-12_20-18-32.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.6610167749061584,0.6591090129827771,0.662839853066547,0.5031498837451627,0.4976553169798377,0.5081764121445959,120382,0.017981999999999998,0.015484500000000005,0.01973024999999999,0.016483499999999998,0.010739249999999999,0.017981999999999998,0.010739249999999999,0.009740250000000006,0.016733250000000005,2.275702146046263,0.004163897019869808,0.004014356523793962,0.887344670022617,52.77568770110852,45.1275698285202,0.02193844386733037,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/grounding/pure_2026-07-12_21-15-58.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.7196752948171133,0.7181657214852032,0.7212585326264539,0.6951998795833797,0.6917616099637827,0.6986303152894754,120382,0.010988999999999999,0.0,0.032217749999999996,0.0,0.0,0.013486500000000005,0.0,0.0,0.010988999999999999,2.208480208574872,0.004167398779227867,0.003446604001488372,1.2153639755404309,52.79919315350642,45.1275698285202,0.03734344502803831,0.9121487999349367,0.9550648145204265
2026-07-22,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/2026-07-12_10-56-04/surrogate_6x6.pth,/vol/bitbucket/osella/rl-qecc-data//supervisedLearning/codeEvaluationTrainingData/l_9_m_6,9,6,451060,8,0.6418946369502266,0.6399366983071866,0.6437428893343948,0.7720413047115251,0.7689915036699695,0.7750634242766872,120382,0.027722249999999997,0.017232749999999998,0.032217749999999996,0.017232749999999998,0.012737250000000006,0.027722249999999997,0.012737250000000006,0.011238750000000006,0.018980999999999998,4.5769246464774005,0.00412235453195382,0.003993043515314383,0.9880068350948721,52.70624748751656,45.1275698285202,0.03300238423596471,0.9121487999349367,0.9550648145204265
