# num_workers = None
# num_cells = 256
# seed_for_environment = 468
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 100
# scaling_factor = 100
# frames_per_batch = 1000
# sub_batch_size = 64
# num_epochs = 10
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.0001
# reward_engineering = False
# minimum_number_of_qubits = 2
evaluation number	reward	policy entropy
0	0.023253729566931725	5.133946245905463e-08
0	0.024824704974889755	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.02508699707686901	1.5866589153645805e-09
0	0.02430051751434803	1.5866589153645805e-09
0	0.028508903458714485	1.5866589153645805e-09
0	0.023776859045028687	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.025349421426653862	1.5866589153645805e-09
0	0.024824704974889755	1.5866589153645805e-09
0	0.02903735265135765	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.02745361067354679	1.5866589153645805e-09
0	0.02903735265135765	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.028244879096746445	1.5866589153645805e-09
0	0.029566338285803795	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.026926763355731964	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.027980990707874298	1.5866589153645805e-09
0	0.02745361067354679	1.5866589153645805e-09
0	0.026926763355731964	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.02403862215578556	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.02508699707686901	1.5866589153645805e-09
0	0.028508903458714485	1.5866589153645805e-09
0	0.02745361067354679	1.5866589153645805e-09
0	0.028508903458714485	1.5866589153645805e-09
0	0.027717232704162598	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.028508903458714485	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.027717232704162598	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.026926763355731964	1.5866589153645805e-09
0	0.026926763355731964	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.028244879096746445	1.5866589153645805e-09
0	0.02877306193113327	1.5866589153645805e-09
0	0.024824704974889755	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.028244879096746445	1.5866589153645805e-09
0	0.026400450617074966	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.024824704974889755	1.5866589153645805e-09
0	0.02403862215578556	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.02745361067354679	1.5866589153645805e-09
0	0.026926763355731964	1.5866589153645805e-09
0	0.025349421426653862	1.5866589153645805e-09
0	0.027980990707874298	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.02983103133738041	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.025349421426653862	1.5866589153645805e-09
0	0.026137495413422585	1.5866589153645805e-09
0	0.024824704974889755	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.02719012089073658	1.5866589153645805e-09
0	0.024824704974889755	1.5866589153645805e-09
0	0.025611979886889458	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.02745361067354679	1.5866589153645805e-09
0	0.026663541793823242	1.5866589153645805e-09
0	0.02587467059493065	1.5866589153645805e-09
0	0.030095858499407768	1.5866589153645805e-09
