# num_workers = 96
# num_cells = 256
# seed_for_environment = 460101
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 1000
# frames_per_batch = 500
# sub_batch_size = 64
# num_epochs = 15
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.003
# env_reward_engineering = True
# env_minimum_number_of_qubits = 8
# log_name = None
# env_version = qecc/bbcode-ldpc-v0
# env_bit_flipping = True
# env_l = 9
# env_m = 6
# env_use_dict_observation = True
# env_number_of_decoder_iterations = 50
# env_number_of_samples = 50
# env_code_logging = False
# model_architecture = hybrid
# model_surrogate_model_path = /vol/bitbucket/osella/rl-qecc-data//supervisedLearning/2026-07-12_21-15-58/surrogate_6x6.pth
# index_to_unfreeze_encoder_updates = 10
# encoder_lr_factor = 0.1
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 96
# Number of workers: 96
# Does torch identify cuda: False
evaluation number	reward	policy entropy	policy entropy aX	policy entropy bX	policy entropy aY	policy entropy bY	Encoder freeze
0	-0.75	8.167184829711914	2.2258479595184326	2.2624027729034424	1.9049323797225952	1.7740020751953125	True
0	-1.0	8.443821907043457	2.291053056716919	2.29243540763855	1.9243797063827515	1.9359538555145264	True
0	-0.75	8.455219268798828	2.2969770431518555	2.295114755630493	1.9267280101776123	1.936399221420288	True
0	-1.0	8.446085929870605	2.2895889282226562	2.295640230178833	1.926624059677124	1.9342323541641235	True
0	-0.75	8.45040512084961	2.295973777770996	2.29477596282959	1.9239403009414673	1.9357150793075562	True
0	0.125	8.445844650268555	2.2927026748657227	2.2922990322113037	1.924293041229248	1.936549425125122	True
0	-0.75	8.429154396057129	2.2923576831817627	2.2973837852478027	1.9129576683044434	1.9264546632766724	True
0	0.125	8.430066108703613	2.289606809616089	2.288731813430786	1.9290434122085571	1.9226844310760498	True
0	-0.75	8.428003311157227	2.2931861877441406	2.2960972785949707	1.9140019416809082	1.9247175455093384	True
0	0.12250000238418579	8.427640914916992	2.2900121212005615	2.2886903285980225	1.9296060800552368	1.9193329811096191	True
