# num_workers = 15
# num_cells = 256
# seed_for_environment = 1533185143
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 1000
# frames_per_batch = 500
# sub_batch_size = 64
# num_epochs = 15
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.03
# env_reward_engineering = True
# env_minimum_number_of_qubits = 12
# log_name = experiment_12_6_seed_1533185143.txt
# env_error_range = geometric5
# env_version = qecc/bbcode-ldpc-v0
# env_bit_flipping = True
# env_l = 12
# env_m = 6
# env_use_dict_observation = True
# env_number_of_decoder_iterations = 50
# env_number_of_samples = 50
# env_code_logging = False
# env_reset_type = random3
# env_max_step = 30
# env_max_decoding_usage = 1073741824
# model_architecture = hybrid
# model_surrogate_model_path = /vol/bitbucket/osella/rl-qecc-data//supervisedLearning/sweep2/g5_mix_66-96-126_H7_s466555.pth
# model_use_pretrained_encoder = True
# index_to_unfreeze_encoder_updates = 20
# encoder_lr_factor = 0.1
# training_device = cpu
# Resolved arguments:
# Resolved_env_reward_engineering = True
# Resolved_env_bit_flipping = True
# Resolved_env_useDictObservation = True
# Resolved_env_code_logging = False
# Resolved_env_max_step = 30
# Resolved_env_max_decoding_usage = 1073741824
# Resolved_env_reset_type = random3
# Resolved_env_error_range = [np.float64(0.001), np.float64(0.003162), np.float64(0.01), np.float64(0.031623), np.float64(0.1)]
# Resolved_model_use_pretrained_encoder = True
# Resolved_trainingDevice = cpu
# Resolved_model_architecture = hybrid
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 96
# Number of workers: 15
# Does torch identify cuda: False
evaluation number	time	reward	time	policy entropy	time	policy entropy aX	time	policy entropy bX	time	policy entropy aY	time	policy entropy bY	time	Encoder freeze	time	preAction_aX	time	preAction_bX	time	preAction_aY	time	preAction_bY	time	preAction_k	time	postAction_aX	time	postAction_bX	time	postAction_aY	time	postAction_bY	time	postAction_k	time
0	2026-08-09_17-23-50	-1.0	2026-08-09_17-23-50	8.98423957824707	2026-08-09_17-23-50	2.5538251399993896	2026-08-09_17-23-50	2.553990364074707	2026-08-09_17-23-50	1.9422557353973389	2026-08-09_17-23-50	1.9341683387756348	2026-08-09_17-23-50	True	2026-08-09_17-23-50	[0 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-50	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-50	[0 1 0 0 1 0]	2026-08-09_17-23-50	[0 0 0 0 0 0]	2026-08-09_17-23-50	[0]	2026-08-09_17-23-50	[1 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-50	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-50	[0 1 0 0 1 0]	2026-08-09_17-23-50	[0 0 1 0 0 0]	2026-08-09_17-23-50	[0]	2026-08-09_17-23-50
0	2026-08-09_17-23-51	-1.0	2026-08-09_17-23-51	8.992668151855469	2026-08-09_17-23-51	2.558863401412964	2026-08-09_17-23-51	2.5579357147216797	2026-08-09_17-23-51	1.943331003189087	2026-08-09_17-23-51	1.932538390159607	2026-08-09_17-23-51	True	2026-08-09_17-23-51	[1 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-51	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-51	[0 1 0 0 1 0]	2026-08-09_17-23-51	[0 0 1 0 0 0]	2026-08-09_17-23-51	[0]	2026-08-09_17-23-51	[0 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-51	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-51	[0 0 0 0 1 0]	2026-08-09_17-23-51	[0 0 1 0 0 1]	2026-08-09_17-23-51	[0]	2026-08-09_17-23-51
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.990182876586914	2026-08-09_17-23-52	2.5558738708496094	2026-08-09_17-23-52	2.5578036308288574	2026-08-09_17-23-52	1.9434096813201904	2026-08-09_17-23-52	1.933096170425415	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.993314743041992	2026-08-09_17-23-52	2.558668613433838	2026-08-09_17-23-52	2.5574066638946533	2026-08-09_17-23-52	1.9430129528045654	2026-08-09_17-23-52	1.9342265129089355	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[1 0 0 0 1 0 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.994424819946289	2026-08-09_17-23-52	2.557682514190674	2026-08-09_17-23-52	2.5568697452545166	2026-08-09_17-23-52	1.9444595575332642	2026-08-09_17-23-52	1.9354133605957031	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.995182991027832	2026-08-09_17-23-52	2.558522939682007	2026-08-09_17-23-52	2.558581590652466	2026-08-09_17-23-52	1.9437271356582642	2026-08-09_17-23-52	1.9343513250350952	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.993045806884766	2026-08-09_17-23-52	2.5571911334991455	2026-08-09_17-23-52	2.5571794509887695	2026-08-09_17-23-52	1.9446537494659424	2026-08-09_17-23-52	1.9340221881866455	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.987222671508789	2026-08-09_17-23-52	2.5576469898223877	2026-08-09_17-23-52	2.5579702854156494	2026-08-09_17-23-52	1.9427306652069092	2026-08-09_17-23-52	1.9288744926452637	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.986374855041504	2026-08-09_17-23-52	2.5559279918670654	2026-08-09_17-23-52	2.553934097290039	2026-08-09_17-23-52	1.944625973701477	2026-08-09_17-23-52	1.9318867921829224	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.98751163482666	2026-08-09_17-23-52	2.5560219287872314	2026-08-09_17-23-52	2.5547988414764404	2026-08-09_17-23-52	1.9423218965530396	2026-08-09_17-23-52	1.9343690872192383	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 0]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.98134708404541	2026-08-09_17-23-52	2.554899215698242	2026-08-09_17-23-52	2.556596040725708	2026-08-09_17-23-52	1.9430625438690186	2026-08-09_17-23-52	1.9267890453338623	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.987916946411133	2026-08-09_17-23-52	2.557159900665283	2026-08-09_17-23-52	2.55788516998291	2026-08-09_17-23-52	1.9444199800491333	2026-08-09_17-23-52	1.9284522533416748	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[0 1 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.990089416503906	2026-08-09_17-23-52	2.5589001178741455	2026-08-09_17-23-52	2.557478427886963	2026-08-09_17-23-52	1.942275047302246	2026-08-09_17-23-52	1.9314351081848145	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 1 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.990302085876465	2026-08-09_17-23-52	2.5561602115631104	2026-08-09_17-23-52	2.5566318035125732	2026-08-09_17-23-52	1.943572998046875	2026-08-09_17-23-52	1.9339368343353271	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 1]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-52	-1.0	2026-08-09_17-23-52	8.988780975341797	2026-08-09_17-23-52	2.5589780807495117	2026-08-09_17-23-52	2.557581901550293	2026-08-09_17-23-52	1.9428958892822266	2026-08-09_17-23-52	1.9293246269226074	2026-08-09_17-23-52	True	2026-08-09_17-23-52	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-52	[0 0 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52	[1 1 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-52	[0 1 0 0 1 1]	2026-08-09_17-23-52	[0 0 1 0 0 0]	2026-08-09_17-23-52	[0]	2026-08-09_17-23-52
0	2026-08-09_17-23-53	-1.0	2026-08-09_17-23-53	8.992852210998535	2026-08-09_17-23-53	2.5583689212799072	2026-08-09_17-23-53	2.5571646690368652	2026-08-09_17-23-53	1.9419050216674805	2026-08-09_17-23-53	1.9354132413864136	2026-08-09_17-23-53	True	2026-08-09_17-23-53	[1 1 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-53	[0 0 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-53	[0 1 0 0 1 1]	2026-08-09_17-23-53	[0 0 1 0 0 0]	2026-08-09_17-23-53	[0]	2026-08-09_17-23-53	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-53	[0 1 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-53	[0 0 0 0 1 1]	2026-08-09_17-23-53	[0 0 1 0 0 1]	2026-08-09_17-23-53	[0]	2026-08-09_17-23-53
0	2026-08-09_17-23-53	-1.0	2026-08-09_17-23-53	8.988759994506836	2026-08-09_17-23-53	2.558319568634033	2026-08-09_17-23-53	2.5581820011138916	2026-08-09_17-23-53	1.9427883625030518	2026-08-09_17-23-53	1.9294698238372803	2026-08-09_17-23-53	True	2026-08-09_17-23-53	[1 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-53	[0 1 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-53	[0 0 0 0 1 1]	2026-08-09_17-23-53	[0 0 1 0 0 1]	2026-08-09_17-23-53	[0]	2026-08-09_17-23-53	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-53	[0 1 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-53	[0 1 0 0 1 1]	2026-08-09_17-23-53	[0 0 1 0 0 0]	2026-08-09_17-23-53	[0]	2026-08-09_17-23-53
0	2026-08-09_17-23-53	-1.0	2026-08-09_17-23-53	8.987689971923828	2026-08-09_17-23-53	2.5557782649993896	2026-08-09_17-23-53	2.5567145347595215	2026-08-09_17-23-53	1.9424059391021729	2026-08-09_17-23-53	1.9327912330627441	2026-08-09_17-23-53	True	2026-08-09_17-23-53	[0 0 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-53	[0 1 0 0 0 1 0 0 1 0 1 0]	2026-08-09_17-23-53	[0 1 0 0 1 1]	2026-08-09_17-23-53	[0 0 1 0 0 0]	2026-08-09_17-23-53	[0]	2026-08-09_17-23-53	[0 1 0 0 1 0 0 1 0 0 1 1]	2026-08-09_17-23-53	[0 1 0 0 0 1 0 0 1 0 1 1]	2026-08-09_17-23-53	[0 0 0 0 1 1]	2026-08-09_17-23-53	[0 0 0 0 0 0]	2026-08-09_17-23-53	[0]	2026-08-09_17-23-53
