# num_workers = 15
# num_cells = 256
# seed_for_environment = 6184848
# lr = 0.0003
# max_grad_norm = 1.0
# eval_rollout_length = 30
# scaling_factor = 1000
# frames_per_batch = 500
# sub_batch_size = 64
# num_epochs = 15
# clip_epsilon = 0.2
# gamma = 0.99
# lmbda = 0.95
# entropy_eps = 0.03
# env_reward_engineering = True
# env_minimum_number_of_qubits = 12
# log_name = experiment_12_6_seed_6184848.txt
# env_error_range = geometric5
# env_version = qecc/bbcode-ldpc-v0
# env_bit_flipping = True
# env_l = 12
# env_m = 6
# env_use_dict_observation = True
# env_number_of_decoder_iterations = 50
# env_number_of_samples = 50
# env_code_logging = False
# env_reset_type = random3
# env_max_step = 30
# env_max_decoding_usage = 1073741824
# model_architecture = hybrid
# model_surrogate_model_path = /vol/bitbucket/osella/rl-qecc-data//supervisedLearning/sweep2/g5_mix_66-96-126_H3_s5000.pth
# model_use_pretrained_encoder = True
# index_to_unfreeze_encoder_updates = 20
# encoder_lr_factor = 0.1
# training_device = cpu
# Resolved arguments:
# Resolved_env_reward_engineering = True
# Resolved_env_bit_flipping = True
# Resolved_env_useDictObservation = True
# Resolved_env_code_logging = False
# Resolved_env_max_step = 30
# Resolved_env_max_decoding_usage = 1073741824
# Resolved_env_reset_type = random3
# Resolved_env_error_range = [np.float64(0.001), np.float64(0.003162), np.float64(0.01), np.float64(0.031623), np.float64(0.1)]
# Resolved_model_use_pretrained_encoder = True
# Resolved_trainingDevice = cpu
# Resolved_model_architecture = hybrid
# Just for information, not used in actual run: SLURM CPUS queried from os environment: 96
# Number of workers: 15
# Does torch identify cuda: False
evaluation number	time	reward	time	policy entropy	time	policy entropy aX	time	policy entropy bX	time	policy entropy aY	time	policy entropy bY	time	Encoder freeze	time	preAction_aX	time	preAction_bX	time	preAction_aY	time	preAction_bY	time	preAction_k	time	postAction_aX	time	postAction_bX	time	postAction_aY	time	postAction_bY	time	postAction_k	time
0	2026-08-10_16-29-20	-0.3333333432674408	2026-08-10_16-29-20	8.99707317352295	2026-08-10_16-29-20	2.5615010261535645	2026-08-10_16-29-20	2.5549168586730957	2026-08-10_16-29-20	1.9388068914413452	2026-08-10_16-29-20	1.9418480396270752	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 0 1 0 1]	2026-08-10_16-29-20	[1 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[0 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 0 1 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 0 1 0 1]	2026-08-10_16-29-20	[1 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 0 1 0 1]	2026-08-10_16-29-20	[8]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	8.996237754821777	2026-08-10_16-29-20	2.56107759475708	2026-08-10_16-29-20	2.5578644275665283	2026-08-10_16-29-20	1.9364385604858398	2026-08-10_16-29-20	1.9408565759658813	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 0 1 0 1]	2026-08-10_16-29-20	[1 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 0 1 0 1]	2026-08-10_16-29-20	[8]	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 1 1 0]	2026-08-10_16-29-20	[0 1 0 0 0 1]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	9.004693984985352	2026-08-10_16-29-20	2.562286376953125	2026-08-10_16-29-20	2.5591347217559814	2026-08-10_16-29-20	1.940611720085144	2026-08-10_16-29-20	1.9426608085632324	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 1 1 0]	2026-08-10_16-29-20	[0 1 0 0 0 1]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 1 0 0 1]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	8.998016357421875	2026-08-10_16-29-20	2.561652183532715	2026-08-10_16-29-20	2.556298017501831	2026-08-10_16-29-20	1.939462661743164	2026-08-10_16-29-20	1.9406028985977173	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 1 0 0 1]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 1 0 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	9.006492614746094	2026-08-10_16-29-20	2.563114881515503	2026-08-10_16-29-20	2.5588245391845703	2026-08-10_16-29-20	1.9420679807662964	2026-08-10_16-29-20	1.942484974861145	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 1 0 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[1 0 0 1 1 0]	2026-08-10_16-29-20	[0 1 0 0 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	9.003852844238281	2026-08-10_16-29-20	2.5625386238098145	2026-08-10_16-29-20	2.556305170059204	2026-08-10_16-29-20	1.9413917064666748	2026-08-10_16-29-20	1.9436167478561401	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[1 0 0 1 1 0]	2026-08-10_16-29-20	[0 1 0 0 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 1 1 0]	2026-08-10_16-29-20	[1 1 0 0 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	9.004827499389648	2026-08-10_16-29-20	2.5622191429138184	2026-08-10_16-29-20	2.558513641357422	2026-08-10_16-29-20	1.9418781995773315	2026-08-10_16-29-20	1.942216396331787	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 1 1 0]	2026-08-10_16-29-20	[1 1 0 0 0 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[1 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	8.994502067565918	2026-08-10_16-29-20	2.558260917663574	2026-08-10_16-29-20	2.5543227195739746	2026-08-10_16-29-20	1.9428220987319946	2026-08-10_16-29-20	1.9390963315963745	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[1 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 0]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	9.003546714782715	2026-08-10_16-29-20	2.5615432262420654	2026-08-10_16-29-20	2.5590474605560303	2026-08-10_16-29-20	1.9413399696350098	2026-08-10_16-29-20	1.9416159391403198	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[0 0 0 1 0 0 0 0 1 1 0 0]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[1 0 0 0 1 0]	2026-08-10_16-29-20	[0 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 0]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[0 0 0 0 1 0]	2026-08-10_16-29-20	[1 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
0	2026-08-10_16-29-20	-1.0	2026-08-10_16-29-20	8.989032745361328	2026-08-10_16-29-20	2.554215908050537	2026-08-10_16-29-20	2.552629232406616	2026-08-10_16-29-20	1.9426766633987427	2026-08-10_16-29-20	1.9395109415054321	2026-08-10_16-29-20	True	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 0]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 0 0 0]	2026-08-10_16-29-20	[0 0 0 0 1 0]	2026-08-10_16-29-20	[1 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20	[1 0 0 1 0 0 0 0 1 1 0 1]	2026-08-10_16-29-20	[0 0 0 0 0 0 0 0 0 1 0 0]	2026-08-10_16-29-20	[0 1 0 0 1 0]	2026-08-10_16-29-20	[0 1 0 0 1 0]	2026-08-10_16-29-20	[0]	2026-08-10_16-29-20
